cart_id,user_id,cart_total,cart_discounted_total,cart_total_products,cart_total_quantity,product_id,product_title,product_price,product_quantity,product_total,first_name,last_name,customer_name,email,city,age,gender,order_date,total_amount
41,184,944.0,879.45,6,20,25,green bell pepper,1.29,4,5.16,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2025-11-13,5.16
41,184,944.0,879.45,6,20,50,black whisk,9.99,1,9.99,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2025-11-13,9.99
41,184,944.0,879.45,6,20,151,tennis ball,6.99,4,27.96,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2025-11-13,27.96
41,184,944.0,879.45,6,20,42,water,0.99,1,0.99,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2025-11-13,0.99
41,184,944.0,879.45,6,20,10,gucci bloom eau de,79.99,5,399.95,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2025-11-13,399.95
41,184,944.0,879.45,6,20,103,apple homepod mini cosmic grey,99.99,5,499.95,No Data,No Data,No Data,No Data,No Data,No Data,No Data,2025-11-13,499.95
42,67,12059.93,10063.74,2,7,113,generic motorcycle,3999.99,3,11999.97,Gabriel,Hayes,Gabriel Hayes,gabriel.hayes@x.dummyjson.com,San Jose,35,male,2025-11-12,11999.97
42,67,12059.93,10063.74,2,7,64,knife,14.99,4,59.96,Gabriel,Hayes,Gabriel Hayes,gabriel.hayes@x.dummyjson.com,San Jose,35,male,2025-11-12,59.96
43,35,179.96,160.56,2,4,182,green crystal earring,29.99,1,29.99,Jack,Ward,Jack Ward,jack.ward@x.dummyjson.com,Phoenix,30,male,2025-11-11,29.99
43,35,179.96,160.56,2,4,149,iron golf,49.99,3,149.97,Jack,Ward,Jack Ward,jack.ward@x.dummyjson.com,Phoenix,30,male,2025-11-11,149.97
44,20,460.87,413.86,4,13,93,brown leather belt watch,89.99,3,269.96999999999997,Jackson,Evans,Jackson Evans,jackson.evans@x.dummyjson.com,New York,35,male,2025-11-10,269.96999999999997
44,20,460.87,413.86,4,13,4,red lipstick,12.99,2,25.98,Jackson,Evans,Jackson Evans,jackson.evans@x.dummyjson.com,New York,35,male,2025-11-10,25.98
44,20,460.87,413.86,4,13,140,basketball,14.99,5,74.95,Jackson,Evans,Jackson Evans,jackson.evans@x.dummyjson.com,New York,35,male,2025-11-10,74.95
44,20,460.87,413.86,4,13,83,blue & black check shirt,29.99,3,89.97,Jackson,Evans,Jackson Evans,jackson.evans@x.dummyjson.com,New York,35,male,2025-11-10,89.97
45,50,260.89,228.44,3,11,50,black whisk,9.99,2,19.98,Stella,Hughes,Stella Hughes,stella.hughes@x.dummyjson.com,Jacksonville,34,female,2025-11-09,19.98
45,50,260.89,228.44,3,11,29,juice,3.99,4,15.96,Stella,Hughes,Stella Hughes,stella.hughes@x.dummyjson.com,Jacksonville,34,female,2025-11-09,15.96
45,50,260.89,228.44,3,11,144,cricket helmet,44.99,5,224.95000000000002,Stella,Hughes,Stella Hughes,stella.hughes@x.dummyjson.com,Jacksonville,34,female,2025-11-09,224.95000000000002
46,93,3603.97,2984.13,2,3,79,asus zenbook pro dual screen laptop,1799.99,2,3599.98,Julian,Newton,Julian Newton,julian.newton@x.dummyjson.com,Fort Worth,35,male,2025-11-08,3599.98
46,93,3603.97,2984.13,2,3,69,plate,3.99,1,3.99,Julian,Newton,Julian Newton,julian.newton@x.dummyjson.com,Fort Worth,35,male,2025-11-08,3.99
47,23,457.86,407.1,5,14,92,sports sneakers off white red,109.99,1,109.99,Chloe,Morales,Chloe Morales,chloe.morales@x.dummyjson.com,Dallas,40,female,2025-11-07,109.99
47,23,457.86,407.1,5,14,93,brown leather belt watch,89.99,3,269.96999999999997,Chloe,Morales,Chloe Morales,chloe.morales@x.dummyjson.com,Dallas,40,female,2025-11-07,269.96999999999997
47,23,457.86,407.1,5,14,38,rice,5.99,4,23.96,Chloe,Morales,Chloe Morales,chloe.morales@x.dummyjson.com,Dallas,40,female,2025-11-07,23.96
47,23,457.86,407.1,5,14,33,mulberry,4.99,3,14.97,Chloe,Morales,Chloe Morales,chloe.morales@x.dummyjson.com,Dallas,40,female,2025-11-07,14.97
47,23,457.86,407.1,5,14,53,chopping board,12.99,3,38.97,Chloe,Morales,Chloe Morales,chloe.morales@x.dummyjson.com,Dallas,40,female,2025-11-07,38.97
48,33,10007.96,8773.59,2,4,40,strawberry,3.99,2,7.98,Carter,Baker,Carter Baker,carter.baker@x.dummyjson.com,Denver,32,male,2025-11-06,7.98
48,33,10007.96,8773.59,2,4,190,iwc ingenieur automatic steel,4999.99,2,9999.98,Carter,Baker,Carter Baker,carter.baker@x.dummyjson.com,Denver,32,male,2025-11-06,9999.98
49,86,7016.77,6157.46,6,23,15,wooden bathroom sink with mirror,799.99,4,3199.96,Nora,Mills,Nora Mills,nora.mills@x.dummyjson.com,San Jose,27,female,2025-11-05,3199.96
49,86,7016.77,6157.46,6,23,76,wooden rolling pin,11.99,3,35.97,Nora,Mills,Nora Mills,nora.mills@x.dummyjson.com,San Jose,27,female,2025-11-05,35.97
49,86,7016.77,6157.46,6,23,39,soft drinks,1.99,3,5.97,Nora,Mills,Nora Mills,nora.mills@x.dummyjson.com,San Jose,27,female,2025-11-05,5.97
49,86,7016.77,6157.46,6,23,158,sunglasses,22.99,5,114.94999999999999,Nora,Mills,Nora Mills,nora.mills@x.dummyjson.com,San Jose,27,female,2025-11-05,114.94999999999999
49,86,7016.77,6157.46,6,23,110,selfie lamp with iphone,14.99,4,59.96,Nora,Mills,Nora Mills,nora.mills@x.dummyjson.com,San Jose,27,female,2025-11-05,59.96
49,86,7016.77,6157.46,6,23,124,iphone x,899.99,4,3599.96,Nora,Mills,Nora Mills,nora.mills@x.dummyjson.com,San Jose,27,female,2025-11-05,3599.96
50,52,36.28,34.97,2,2,25,green bell pepper,1.29,1,1.29,Grace,Perry,Grace Perry,grace.perry@x.dummyjson.com,Seattle,27,female,2025-11-04,1.29
50,52,36.28,34.97,2,2,85,man plaid shirt,34.99,1,34.99,Grace,Perry,Grace Perry,grace.perry@x.dummyjson.com,Seattle,27,female,2025-11-04,34.99
